Gene stable ID,UniProtKB/Swiss-Prot ID
ENSMUSG00000032066,Q99NF1
ENSMUSG00000029790,Q99NF3
ENSMUSG00000055204,Q99NH0
ENSMUSG00000025812,Q99NH2
ENSMUSG00000031767,Q99P30
ENSMUSG00000063802,Q99P31
ENSMUSG00000024511,Q99P58
ENSMUSG00000020100,Q99P65
ENSMUSG00000026683,Q99P69
ENSMUSG00000020458,Q99P72
ENSMUSG00000022142,Q99P88
ENSMUSG00000027761,Q99PG0
ENSMUSG00000049401,Q99PG2
ENSMUSG00000027412,Q99PI4
ENSMUSG00000024052,Q99PI5
ENSMUSG00000027422,Q99PL5
ENSMUSG00000019578,Q99PL6
ENSMUSG00000020962,Q99PM3
ENSMUSG00000026558,Q99PM9
ENSMUSG00000024457,Q99PN3
ENSMUSG00000015597,Q99PP2
ENSMUSG00000020455,Q99PQ2
ENSMUSG00000006777,Q99PS0
ENSMUSG00000025132,Q99PT1
ENSMUSG00000021901,Q99PU7
ENSMUSG00000032480,Q99PU8
ENSMUSG00000020850,Q99PV0
ENSMUSG00000048251,Q99PV8
ENSMUSG00000075701,Q9BCZ4
ENSMUSG00000056209,Q9CPP0
ENSMUSG00000023089,Q9CPP6
ENSMUSG00000014313,Q9CPQ1
ENSMUSG00000022427,Q9CPQ3
ENSMUSG00000038717,Q9CPQ8
ENSMUSG00000031568,Q9CPR1
ENSMUSG00000033845,Q9CPR5
ENSMUSG00000027854,Q9CPR7
ENSMUSG00000070520,Q9CPR8
ENSMUSG00000019791,Q9CPS6
ENSMUSG00000020116,Q9CPS7
ENSMUSG00000030200,Q9CPT0
ENSMUSG00000053916,Q9CPT3
ENSMUSG00000043346,Q9CPT3
ENSMUSG00000019579,Q9CPT4
ENSMUSG00000025869,Q9CPT5
ENSMUSG00000024026,Q9CPU0
ENSMUSG00000002416,Q9CPU2
ENSMUSG00000026688,Q9CPU4
ENSMUSG00000062981,Q9CPV3
ENSMUSG00000017286,Q9CPV4
ENSMUSG00000028066,Q9CPV5
ENSMUSG00000024982,Q9CPV7
ENSMUSG00000034932,Q9CPW3
ENSMUSG00000008475,Q9CPW4
ENSMUSG00000001383,Q9CPW7
ENSMUSG00000041921,Q9CPW9
ENSMUSG00000022663,Q9CPX6
ENSMUSG00000049960,Q9CPX7
ENSMUSG00000030335,Q9CPY1
ENSMUSG00000024856,Q9CPY4
ENSMUSG00000097485,Q9CPY4
ENSMUSG00000018415,Q9CPY6
ENSMUSG00000039682,Q9CPY7
ENSMUSG00000039163,Q9CPZ8
ENSMUSG00000032299,Q9CQ02
ENSMUSG00000019710,Q9CQ06
ENSMUSG00000053119,Q9CQ10
ENSMUSG00000031458,Q9CQ13
ENSMUSG00000024925,Q9CQ18
ENSMUSG00000067818,Q9CQ19
ENSMUSG00000008035,Q9CQ20
ENSMUSG00000030842,Q9CQ22
ENSMUSG00000022671,Q9CQ25
ENSMUSG00000006906,Q9CQ26
ENSMUSG00000057147,Q9CQ28
ENSMUSG00000007338,Q9CQ40
ENSMUSG00000037499,Q9CQ45
ENSMUSG00000020328,Q9CQ48
ENSMUSG00000022774,Q9CQ49
ENSMUSG00000023433,Q9CQ52
ENSMUSG00000030647,Q9CQ54
ENSMUSG00000002395,Q9CQ56
ENSMUSG00000031807,Q9CQ60
ENSMUSG00000028223,Q9CQ62
ENSMUSG00000062937,Q9CQ65
ENSMUSG00000044894,Q9CQ69
ENSMUSG00000012483,Q9CQ71
ENSMUSG00000014294,Q9CQ75
ENSMUSG00000058407,Q9CQ79
ENSMUSG00000078656,Q9CQ80
ENSMUSG00000020843,Q9CQ85
ENSMUSG00000002580,Q9CQ86
ENSMUSG00000024194,Q9CQ89
ENSMUSG00000035674,Q9CQ91
ENSMUSG00000019054,Q9CQ92
ENSMUSG00000040236,Q9CQA1
ENSMUSG00000009863,Q9CQA3
ENSMUSG00000022109,Q9CQA5
ENSMUSG00000063787,Q9CQA6
ENSMUSG00000031851,Q9CQA9
ENSMUSG00000025732,Q9CQB2
ENSMUSG00000028165,Q9CQB5
ENSMUSG00000051223,Q9CQC6
ENSMUSG00000022820,Q9CQC7
ENSMUSG00000032388,Q9CQC8
ENSMUSG00000020386,Q9CQC9
ENSMUSG00000017831,Q9CQD1
ENSMUSG00000031242,Q9CQD4
ENSMUSG00000015247,Q9CQE1
ENSMUSG00000010097,Q9CQE2
ENSMUSG00000034211,Q9CQE3
ENSMUSG00000030844,Q9CQE5
ENSMUSG00000019857,Q9CQE6
ENSMUSG00000005881,Q9CQE7
ENSMUSG00000021807,Q9CQE8
ENSMUSG00000023911,Q9CQE9
ENSMUSG00000024902,Q9CQF0
ENSMUSG00000031754,Q9CQF3
ENSMUSG00000025894,Q9CQF6
ENSMUSG00000029998,Q9CQF9
ENSMUSG00000020309,Q9CQG1
ENSMUSG00000010554,Q9CQG2
ENSMUSG00000028716,Q9CQH0
ENSMUSG00000027673,Q9CQH3
ENSMUSG00000028568,Q9CQH7
ENSMUSG00000114133,Q9CQH7
ENSMUSG00000062014,Q9CQI3
ENSMUSG00000031827,Q9CQI6
ENSMUSG00000008333,Q9CQI7
ENSMUSG00000038622,Q9CQI9
ENSMUSG00000003423,Q9CQJ2
ENSMUSG00000026484,Q9CQJ4
ENSMUSG00000023106,Q9CQJ6
ENSMUSG00000022354,Q9CQJ8
ENSMUSG00000019782,Q9CQK7
ENSMUSG00000029066,Q9CQL4
ENSMUSG00000057388,Q9CQL5
ENSMUSG00000052962,Q9CQL6
ENSMUSG00000055302,Q9CQL7
ENSMUSG00000079111,Q9CQM2
ENSMUSG00000020803,Q9CQM5
ENSMUSG00000031068,Q9CQM9
ENSMUSG00000005981,Q9CQN1
ENSMUSG00000033475,Q9CQN3
ENSMUSG00000021361,Q9CQN6
ENSMUSG00000036850,Q9CQN7
ENSMUSG00000079317,Q9CQP2
ENSMUSG00000037938,Q9CQP3
ENSMUSG00000028295,Q9CQQ0
ENSMUSG00000060121,Q9CQQ4
ENSMUSG00000000563,Q9CQQ7
ENSMUSG00000035215,Q9CQQ8
ENSMUSG00000039001,Q9CQR2
ENSMUSG00000006717,Q9CQR4
ENSMUSG00000009076,Q9CQR5
ENSMUSG00000026753,Q9CQR6
ENSMUSG00000036835,Q9CQR7
ENSMUSG00000027133,Q9CQS2
ENSMUSG00000024259,Q9CQS4
ENSMUSG00000116564,Q9CQS5
ENSMUSG00000053317,Q9CQS8
ENSMUSG00000027285,Q9CQS9
ENSMUSG00000004996,Q9CQT1
ENSMUSG00000042396,Q9CQT2
ENSMUSG00000029649,Q9CQT5
ENSMUSG00000027637,Q9CQT9
ENSMUSG00000028567,Q9CQU0
ENSMUSG00000029048,Q9CQU3
ENSMUSG00000019923,Q9CQU5
ENSMUSG00000014301,Q9CQV1
ENSMUSG00000045886,Q9CQV1
ENSMUSG00000017802,Q9CQV4
ENSMUSG00000020477,Q9CQV5
ENSMUSG00000031812,Q9CQV6
ENSMUSG00000027679,Q9CQV7
ENSMUSG00000018326,Q9CQV8
ENSMUSG00000002741,Q9CQW1
ENSMUSG00000030105,Q9CQW2
ENSMUSG00000043501,Q9CQW5
ENSMUSG00000037787,Q9CQW7
ENSMUSG00000025492,Q9CQW9
ENSMUSG00000031924,Q9CQX2
ENSMUSG00000040204,Q9CQX4
ENSMUSG00000022744,Q9CQX5
ENSMUSG00000061474,Q9CQX8
ENSMUSG00000032905,Q9CQY1
ENSMUSG00000038646,Q9CQY2
ENSMUSG00000024208,Q9CQY6
ENSMUSG00000026149,Q9CQY8
ENSMUSG00000025353,Q9CQZ0
ENSMUSG00000031839,Q9CQZ1
ENSMUSG00000022450,Q9CQZ5
ENSMUSG00000026032,Q9CQZ6
ENSMUSG00000038628,Q9CQZ7
ENSMUSG00000029440,Q9CR00
ENSMUSG00000025591,Q9CR02
ENSMUSG00000030423,Q9CR08
ENSMUSG00000062963,Q9CR09
ENSMUSG00000020171,Q9CR11
ENSMUSG00000019689,Q9CR13
ENSMUSG00000027804,Q9CR16
ENSMUSG00000090000,Q9CR20
ENSMUSG00000030869,Q9CR21
ENSMUSG00000026411,Q9CR23
ENSMUSG00000028540,Q9CR25
ENSMUSG00000019868,Q9CR26
ENSMUSG00000020056,Q9CR27
ENSMUSG00000020925,Q9CR29
ENSMUSG00000032718,Q9CR33
ENSMUSG00000031957,Q9CR35
ENSMUSG00000025173,Q9CR39
ENSMUSG00000027245,Q9CR41
ENSMUSG00000060739,Q9CR47
ENSMUSG00000027900,Q9CR48
ENSMUSG00000029397,Q9CR50
ENSMUSG00000039105,Q9CR51
ENSMUSG00000017837,Q9CR56
ENSMUSG00000025794,Q9CR57
ENSMUSG00000022003,Q9CR58
ENSMUSG00000033751,Q9CR59
ENSMUSG00000030245,Q9CR60
ENSMUSG00000033938,Q9CR61
ENSMUSG00000014606,Q9CR62
ENSMUSG00000012422,Q9CR64
ENSMUSG00000037720,Q9CR67
ENSMUSG00000038462,Q9CR68
ENSMUSG00000008393,Q9CR86
ENSMUSG00000058267,Q9CR88
ENSMUSG00000030304,Q9CR89
ENSMUSG00000030327,Q9CR95
ENSMUSG00000014856,Q9CR96
ENSMUSG00000057497,Q9CR98
ENSMUSG00000031604,Q9CRA4
ENSMUSG00000022200,Q9CRA5
ENSMUSG00000054894,Q9CRA7
ENSMUSG00000061286,Q9CRA8
ENSMUSG00000040242,Q9CRA9
ENSMUSG00000024535,Q9CRB0
ENSMUSG00000001056,Q9CRB2
ENSMUSG00000025481,Q9CRB3
ENSMUSG00000014846,Q9CRB6
ENSMUSG00000053768,Q9CRB9
ENSMUSG00000025102,Q9CRC3
ENSMUSG00000062376,Q9CRC6
ENSMUSG00000029209,Q9CRC9
ENSMUSG00000029152,Q9CRD0
ENSMUSG00000022337,Q9CRD2
ENSMUSG00000034667,Q9CRT8
ENSMUSG00000061666,Q9CRY7
ENSMUSG00000034889,Q9CS00
ENSMUSG00000025742,Q9CS42
ENSMUSG00000021810,Q9CS74
ENSMUSG00000052062,Q9CSB4
ENSMUSG00000033166,Q9CSH3
ENSMUSG00000027651,Q9CSU0
ENSMUSG00000002372,Q9CT10
ENSMUSG00000021243,Q9CTH6
ENSMUSG00000041133,Q9CU62
ENSMUSG00000021945,Q9CU65
ENSMUSG00000030753,Q9CUX1
ENSMUSG00000026767,Q9CV28
ENSMUSG00000006304,Q9CVB6
ENSMUSG00000021189,Q9CVD2
ENSMUSG00000024974,Q9CW03
ENSMUSG00000010205,Q9CW46
ENSMUSG00000111497,Q9CW46
ENSMUSG00000026754,Q9CW79
ENSMUSG00000035142,Q9CWD8
ENSMUSG00000046671,Q9CWE0
ENSMUSG00000045136,Q9CWF2
ENSMUSG00000024082,Q9CWG8
ENSMUSG00000057506,Q9CWG9
ENSMUSG00000030983,Q9CWI3
ENSMUSG00000026192,Q9CWJ9
ENSMUSG00000042502,Q9CWK3
ENSMUSG00000034484,Q9CWK8
ENSMUSG00000028977,Q9CWL2
ENSMUSG00000027649,Q9CWL8
ENSMUSG00000003135,Q9CWN7
ENSMUSG00000061778,Q9CWP6
ENSMUSG00000024854,Q9CWP8
ENSMUSG00000097508,Q9CWP8
ENSMUSG00000033554,Q9CWQ0
ENSMUSG00000025722,Q9CWR1
ENSMUSG00000055067,Q9CWR2
ENSMUSG00000015652,Q9CWR7
ENSMUSG00000028194,Q9CWS0
ENSMUSG00000029034,Q9CWS4
ENSMUSG00000045538,Q9CWT6
ENSMUSG00000030471,Q9CWU2
ENSMUSG00000036873,Q9CWU4
ENSMUSG00000005882,Q9CWU6
ENSMUSG00000035351,Q9CWU9
ENSMUSG00000027353,Q9CWV1
ENSMUSG00000039737,Q9CWV6
ENSMUSG00000079480,Q9CWW6
ENSMUSG00000024560,Q9CWW7
ENSMUSG00000032044,Q9CWX4
ENSMUSG00000030204,Q9CWX9
ENSMUSG00000052926,Q9CWY8
ENSMUSG00000038374,Q9CWZ3
ENSMUSG00000024581,Q9CWZ7
ENSMUSG00000031729,Q9CX00
ENSMUSG00000022313,Q9CX11
ENSMUSG00000062169,Q9CX13
ENSMUSG00000030588,Q9CX30
ENSMUSG00000022024,Q9CX34
ENSMUSG00000018239,Q9CX48
ENSMUSG00000030591,Q9CX56
ENSMUSG00000020255,Q9CX66
ENSMUSG00000020810,Q9CX80
ENSMUSG00000007836,Q9CX86
ENSMUSG00000042660,Q9CX97
ENSMUSG00000019718,Q9CXA2
ENSMUSG00000027424,Q9CXC3
ENSMUSG00000021371,Q9CXD6
ENSMUSG00000039883,Q9CXD9
ENSMUSG00000063406,Q9CXE7
ENSMUSG00000020130,Q9CXF4
ENSMUSG00000028089,Q9CXF7
ENSMUSG00000015757,Q9CXG3
ENSMUSG00000041733,Q9CXI0
ENSMUSG00000030871,Q9CXJ1
ENSMUSG00000028973,Q9CXJ4
ENSMUSG00000031917,Q9CXK8
ENSMUSG00000048271,Q9CXK9
ENSMUSG00000053553,Q9CXL3
ENSMUSG00000021094,Q9CXR1
ENSMUSG00000018509,Q9CXS4
ENSMUSG00000025521,Q9CXT7
ENSMUSG00000029017,Q9CXT8
ENSMUSG00000021598,Q9CXU0
ENSMUSG00000006941,Q9CXU9
ENSMUSG00000000171,Q9CXV1
ENSMUSG00000032002,Q9CXV9
ENSMUSG00000032459,Q9CXW2
ENSMUSG00000014226,Q9CXW3
ENSMUSG00000059291,Q9CXW4
ENSMUSG00000036748,Q9CXX9
ENSMUSG00000001016,Q9CXY6
ENSMUSG00000039047,Q9CXY9
ENSMUSG00000040269,Q9CY16
ENSMUSG00000005378,Q9CY21
ENSMUSG00000040599,Q9CY25
ENSMUSG00000031708,Q9CY27
ENSMUSG00000034343,Q9CY34
ENSMUSG00000021427,Q9CY50
ENSMUSG00000011254,Q9CY52
ENSMUSG00000001017,Q9CY57
ENSMUSG00000036371,Q9CY58
ENSMUSG00000055850,Q9CY62
ENSMUSG00000102720,Q9CY62
ENSMUSG00000001999,Q9CY64
ENSMUSG00000028010,Q9CY66
ENSMUSG00000026248,Q9CY73
ENSMUSG00000031669,Q9CY94
ENSMUSG00000029038,Q9CY97
ENSMUSG00000023272,Q9CYA0
ENSMUSG00000029427,Q9CYA6
ENSMUSG00000035235,Q9CYB0
ENSMUSG00000024472,Q9CYC6
ENSMUSG00000032431,Q9CYD3
ENSMUSG00000018322,Q9CYG7
ENSMUSG00000021792,Q9CYH2
ENSMUSG00000013150,Q9CYH5
ENSMUSG00000061024,Q9CYH6
ENSMUSG00000057181,Q9CYI0
ENSMUSG00000024188,Q9CYI4
ENSMUSG00000004233,Q9CYK1
ENSMUSG00000028480,Q9CYL5
ENSMUSG00000035227,Q9CYN2
ENSMUSG00000031007,Q9CYN9
ENSMUSG00000000056,Q9CYQ7
ENSMUSG00000029911,Q9CYR0
ENSMUSG00000056131,Q9CYR6
ENSMUSG00000021373,Q9CYT6
ENSMUSG00000026975,Q9CYU6
ENSMUSG00000039428,Q9CYV5
ENSMUSG00000038422,Q9CYW4
ENSMUSG00000001305,Q9CYX7
ENSMUSG00000000827,Q9CYZ2
ENSMUSG00000058833,Q9CYZ6
ENSMUSG00000003992,Q9CYZ8
ENSMUSG00000030127,Q9CZ04
ENSMUSG00000041396,Q9CZ09
ENSMUSG00000025651,Q9CZ13
ENSMUSG00000107235,Q9CZ13
ENSMUSG00000027454,Q9CZ15
ENSMUSG00000006058,Q9CZ28
ENSMUSG00000027108,Q9CZ30
ENSMUSG00000027455,Q9CZ44
ENSMUSG00000032434,Q9CZ69
ENSMUSG00000066042,Q9CZ82
ENSMUSG00000036860,Q9CZ83
ENSMUSG00000024528,Q9CZ91
ENSMUSG00000022635,Q9CZ96
ENSMUSG00000022678,Q9CZA6
ENSMUSG00000058076,Q9CZB0
ENSMUSG00000020397,Q9CZB6
ENSMUSG00000067365,Q9CZB9
ENSMUSG00000029777,Q9CZD3
ENSMUSG00000016510,Q9CZD5
ENSMUSG00000019832,Q9CZE3
ENSMUSG00000029213,Q9CZG3
ENSMUSG00000015668,Q9CZG9
ENSMUSG00000029551,Q9CZH3
ENSMUSG00000020814,Q9CZH7
ENSMUSG00000030609,Q9CZI9
ENSMUSG00000028907,Q9CZJ1
ENSMUSG00000074793,Q9CZJ2
ENSMUSG00000012405,Q9CZM2
ENSMUSG00000025403,Q9CZN7
ENSMUSG00000019863,Q9CZN8
ENSMUSG00000026172,Q9CZP5
ENSMUSG00000043943,Q9CZR2
ENSMUSG00000005674,Q9CZR3
ENSMUSG00000040521,Q9CZR8
ENSMUSG00000035561,Q9CZS1
ENSMUSG00000030880,Q9CZT4
ENSMUSG00000039646,Q9CZT5
ENSMUSG00000022748,Q9CZT6
ENSMUSG00000016018,Q9CZU3
ENSMUSG00000020832,Q9CZU4
ENSMUSG00000005683,Q9CZU6
ENSMUSG00000053134,Q9CZV5
ENSMUSG00000020883,Q9CZV8
ENSMUSG00000032883,Q9CZW4
ENSMUSG00000022752,Q9CZW5
ENSMUSG00000038876,Q9CZW6
ENSMUSG00000022031,Q9CZX0
ENSMUSG00000021958,Q9CZX5
ENSMUSG00000028221,Q9CZX7
ENSMUSG00000040952,Q9CZX8
ENSMUSG00000027131,Q9CZX9
ENSMUSG00000078923,Q9CZY3
ENSMUSG00000012429,Q9D011
ENSMUSG00000029780,Q9D020
ENSMUSG00000026568,Q9D023
ENSMUSG00000078622,Q9D024
ENSMUSG00000021748,Q9D051
ENSMUSG00000033701,Q9D061
ENSMUSG00000025159,Q9D071
ENSMUSG00000039887,Q9D081
ENSMUSG00000074476,Q9D083
ENSMUSG00000039043,Q9D0A3
ENSMUSG00000029538,Q9D0B0
ENSMUSG00000051184,Q9D0B1
ENSMUSG00000028251,Q9D0B5
ENSMUSG00000031226,Q9D0B6
ENSMUSG00000028098,Q9D0C1
ENSMUSG00000034442,Q9D0C4
ENSMUSG00000024234,Q9D0D3
ENSMUSG00000021692,Q9D0D4
ENSMUSG00000022828,Q9D0D5
ENSMUSG00000059208,Q9D0E1
ENSMUSG00000041891,Q9D0F3
ENSMUSG00000016409,Q9D0F4
ENSMUSG00000029363,Q9D0F6
ENSMUSG00000025791,Q9D0F9
ENSMUSG00000116466,Q9D0F9
ENSMUSG00000021731,Q9D0G0
ENSMUSG00000061455,Q9D0I4
ENSMUSG00000026988,Q9D0I6
ENSMUSG00000028741,Q9D0I8
ENSMUSG00000018848,Q9D0I9
ENSMUSG00000024944,Q9D0J4
ENSMUSG00000030122,Q9D0J8
ENSMUSG00000020283,Q9D0K1
ENSMUSG00000022186,Q9D0K2
ENSMUSG00000021044,Q9D0L4
ENSMUSG00000038525,Q9D0L7
ENSMUSG00000009535,Q9D0L8
ENSMUSG00000025785,Q9D0M0
ENSMUSG00000055612,Q9D0M2
ENSMUSG00000022551,Q9D0M3
ENSMUSG00000020483,Q9D0M5
ENSMUSG00000022945,Q9D0N7
ENSMUSG00000018882,Q9D0Q7
ENSMUSG00000022241,Q9D0R2
ENSMUSG00000004393,Q9D0R4
ENSMUSG00000020922,Q9D0R8
ENSMUSG00000045690,Q9D0R9
ENSMUSG00000028470,Q9D0S9
ENSMUSG00000063480,Q9D0T1
ENSMUSG00000026659,Q9D0T2
ENSMUSG00000022339,Q9D0V7
ENSMUSG00000024007,Q9D0W5
ENSMUSG00000066442,Q9D110
ENSMUSG00000075467,Q9D113
ENSMUSG00000062397,Q9D115
ENSMUSG00000014551,Q9D125
ENSMUSG00000025169,Q9D136
ENSMUSG00000002804,Q9D142
ENSMUSG00000044734,Q9D154
ENSMUSG00000024018,Q9D162
ENSMUSG00000066705,Q9D164
ENSMUSG00000028016,Q9D168
ENSMUSG00000053329,Q9D172
ENSMUSG00000028998,Q9D173
ENSMUSG00000031879,Q9D187
ENSMUSG00000028821,Q9D198
ENSMUSG00000024644,Q9D1A2
ENSMUSG00000024181,Q9D1B9
ENSMUSG00000001403,Q9D1C1
ENSMUSG00000115987,Q9D1C8
ENSMUSG00000018040,Q9D1C9
ENSMUSG00000021248,Q9D1D4
ENSMUSG00000006095,Q9D1E6
ENSMUSG00000031467,Q9D1E8
ENSMUSG00000045237,Q9D1F3
ENSMUSG00000011096,Q9D1F4
ENSMUSG00000024870,Q9D1G1
ENSMUSG00000027952,Q9D1G2
ENSMUSG00000028261,Q9D1H6
ENSMUSG00000025858,Q9D1H7
ENSMUSG00000030037,Q9D1H8
ENSMUSG00000042436,Q9D1H9
ENSMUSG00000037960,Q9D1I2
ENSMUSG00000033429,Q9D1I5
ENSMUSG00000023939,Q9D1I6
ENSMUSG00000028923,Q9D1J1
ENSMUSG00000078427,Q9D1J3
ENSMUSG00000051255,Q9D1J3
ENSMUSG00000004285,Q9D1K2
ENSMUSG00000027327,Q9D1K7
ENSMUSG00000070493,Q9D1L0
ENSMUSG00000087260,Q9D1L9
ENSMUSG00000030298,Q9D1M0
ENSMUSG00000001707,Q9D1M4
ENSMUSG00000003355,Q9D1M7
ENSMUSG00000024829,Q9D1N9
ENSMUSG00000022370,Q9D1P0
ENSMUSG00000030801,Q9D1P2
ENSMUSG00000001774,Q9D1P4
ENSMUSG00000031843,Q9D1Q1
ENSMUSG00000042737,Q9D1Q4
ENSMUSG00000028343,Q9D1Q6
ENSMUSG00000073775,Q9D1R2
ENSMUSG00000062006,Q9D1R9
ENSMUSG00000045725,Q9D1T5
ENSMUSG00000014776,Q9D1X0
ENSMUSG00000038256,Q9D219
ENSMUSG00000035278,Q9D240
ENSMUSG00000028403,Q9D270
ENSMUSG00000029575,Q9D273
ENSMUSG00000035852,Q9D279
ENSMUSG00000029185,Q9D281
ENSMUSG00000005687,Q9D287
ENSMUSG00000020993,Q9D289
ENSMUSG00000026502,Q9D291
ENSMUSG00000111522,Q9D291
ENSMUSG00000006763,Q9D2C2
ENSMUSG00000022476,Q9D2C6
ENSMUSG00000023010,Q9D2C7
ENSMUSG00000019338,Q9D2D7
ENSMUSG00000028688,Q9D2E2
ENSMUSG00000004789,Q9D2G2
ENSMUSG00000023805,Q9D2G5
ENSMUSG00000062590,Q9D2I5
ENSMUSG00000024691,Q9D2L9
ENSMUSG00000022674,Q9D2M8
ENSMUSG00000024302,Q9D2N4
ENSMUSG00000029434,Q9D2N9
ENSMUSG00000069020,Q9D2P4
ENSMUSG00000042306,Q9D2Q8
ENSMUSG00000029482,Q9D2R0
ENSMUSG00000017188,Q9D2R6
ENSMUSG00000029918,Q9D2R8
ENSMUSG00000059278,Q9D2U5
ENSMUSG00000027628,Q9D2V5
ENSMUSG00000039637,Q9D2V7
ENSMUSG00000001082,Q9D2V8
ENSMUSG00000031858,Q9D2X5
ENSMUSG00000021696,Q9D2Y9
ENSMUSG00000070777,Q9D2Z1
ENSMUSG00000051705,Q9D2Z4
ENSMUSG00000019888,Q9D306
ENSMUSG00000022938,Q9D309
ENSMUSG00000027225,Q9D311
ENSMUSG00000035775,Q9D312
ENSMUSG00000033578,Q9D328
ENSMUSG00000030045,Q9D338
ENSMUSG00000044573,Q9D358
ENSMUSG00000021431,Q9D361
ENSMUSG00000038776,Q9D379
ENSMUSG00000031776,Q9D385
ENSMUSG00000035376,Q9D3B1
ENSMUSG00000017679,Q9D3D0
ENSMUSG00000003072,Q9D3D9
ENSMUSG00000037286,Q9D3E6
ENSMUSG00000038515,Q9D3N8
ENSMUSG00000016495,Q9D3P8
ENSMUSG00000020280,Q9D3U0
ENSMUSG00000029601,Q9D3V1
ENSMUSG00000029464,Q9D3W4
ENSMUSG00000021786,Q9D404
ENSMUSG00000042532,Q9D428
ENSMUSG00000028099,Q9D483
ENSMUSG00000021890,Q9D4C5
ENSMUSG00000040105,Q9D4F2
ENSMUSG00000027263,Q9D4F8
ENSMUSG00000035367,Q9D4G9
ENSMUSG00000021357,Q9D4H1
ENSMUSG00000029708,Q9D4H2
ENSMUSG00000024231,Q9D4H8
ENSMUSG00000025626,Q9D4J7
ENSMUSG00000030275,Q9D4V0
ENSMUSG00000022827,Q9D4V7
ENSMUSG00000001211,Q9D517
ENSMUSG00000026611,Q9D552
ENSMUSG00000028902,Q9D554
ENSMUSG00000013662,Q9D5T0
ENSMUSG00000031357,Q9D5V6
ENSMUSG00000031821,Q9D600
ENSMUSG00000020101,Q9D659
ENSMUSG00000027429,Q9D662
ENSMUSG00000034308,Q9D665
ENSMUSG00000036817,Q9D666
ENSMUSG00000001768,Q9D684
ENSMUSG00000062591,Q9D6F9
ENSMUSG00000063172,Q9D6H2
ENSMUSG00000029270,Q9D6I7
ENSMUSG00000008206,Q9D6J1
ENSMUSG00000003208,Q9D6J3
ENSMUSG00000025204,Q9D6J5
ENSMUSG00000024099,Q9D6J6
ENSMUSG00000021139,Q9D6K5
ENSMUSG00000090935,Q9D6K5
ENSMUSG00000022151,Q9D6K7
ENSMUSG00000031198,Q9D6K8
ENSMUSG00000023021,Q9D6K9
ENSMUSG00000026035,Q9D6L8
ENSMUSG00000019082,Q9D6M3
ENSMUSG00000027555,Q9D6N1
ENSMUSG00000024914,Q9D6N5
ENSMUSG00000032279,Q9D6R2
ENSMUSG00000026887,Q9D6S7
ENSMUSG00000003421,Q9D6T0
ENSMUSG00000003955,Q9D6U8
ENSMUSG00000037058,Q9D6V8
ENSMUSG00000054733,Q9D6Y7
ENSMUSG00000022707,Q9D6Y9
ENSMUSG00000002661,Q9D6Z0
ENSMUSG00000027405,Q9D6Z1
ENSMUSG00000022466,Q9D706
ENSMUSG00000074457,Q9D708
ENSMUSG00000001420,Q9D709
ENSMUSG00000050043,Q9D710
ENSMUSG00000031379,Q9D711
ENSMUSG00000062619,Q9D727
ENSMUSG00000041203,Q9D735
ENSMUSG00000027752,Q9D753
ENSMUSG00000002767,Q9D773
ENSMUSG00000078762,Q9D786
ENSMUSG00000022771,Q9D787
ENSMUSG00000059183,Q9D799
ENSMUSG00000027599,Q9D7A8
ENSMUSG00000031901,Q9D7B1
ENSMUSG00000021760,Q9D7B7
ENSMUSG00000038268,Q9D7E3
ENSMUSG00000020133,Q9D7E4
ENSMUSG00000027536,Q9D7F7
ENSMUSG00000031432,Q9D7G0
ENSMUSG00000000339,Q9D7H3
ENSMUSG00000030946,Q9D7I5
ENSMUSG00000039063,Q9D7J9
ENSMUSG00000020778,Q9D7K2
ENSMUSG00000027573,Q9D7M1
ENSMUSG00000024258,Q9D7M8
ENSMUSG00000060679,Q9D7N3
ENSMUSG00000026087,Q9D7N6
ENSMUSG00000033096,Q9D7N9
ENSMUSG00000025825,Q9D7P6
ENSMUSG00000039221,Q9D7S7
ENSMUSG00000028419,Q9D7S9
ENSMUSG00000040121,Q9D7T1
ENSMUSG00000053886,Q9D7V1
ENSMUSG00000029413,Q9D7V9
ENSMUSG00000003518,Q9D7X3
ENSMUSG00000002797,Q9D7X8
ENSMUSG00000063200,Q9D7Z3
ENSMUSG00000028255,Q9D7Z6
ENSMUSG00000031981,Q9D805
ENSMUSG00000025002,Q9D816
ENSMUSG00000020089,Q9D819
ENSMUSG00000032673,Q9D820
ENSMUSG00000029227,Q9D824
ENSMUSG00000028035,Q9D832
ENSMUSG00000030051,Q9D842
ENSMUSG00000028232,Q9D850
ENSMUSG00000030960,Q9D853
ENSMUSG00000030865,Q9D869
ENSMUSG00000003438,Q9D880
ENSMUSG00000020083,Q9D882
ENSMUSG00000061613,Q9D883
ENSMUSG00000074797,Q9D892
ENSMUSG00000026755,Q9D898
ENSMUSG00000038467,Q9D8B3
ENSMUSG00000020577,Q9D8C2
ENSMUSG00000010358,Q9D8C4
ENSMUSG00000032399,Q9D8E6
ENSMUSG00000027876,Q9D8G5
ENSMUSG00000035069,Q9D8H7
ENSMUSG00000024353,Q9D8I1
ENSMUSG00000031163,Q9D8I3
ENSMUSG00000030301,Q9D8L5
ENSMUSG00000063888,Q9D8M4
ENSMUSG00000071644,Q9D8N0
ENSMUSG00000024993,Q9D8N2
ENSMUSG00000036845,Q9D8N6
